season,date,opponent,opp_rank,ou_rank,site,result,ou_pts,opp_pts,margin,one_score,conf_game,game_type,overtime,era,conference,confidence,source,note
2020,2020-10-24,TCU,,,A,W,33,14,19,N,Y,REG,N,Riley,Big 12,CONFIRMED-score,https://en.wikipedia.org/wiki/2020_Oklahoma_Sooners_football_team,
2020,2020-10-31,Texas Tech,,24,A,W,62,28,34,N,Y,REG,N,Riley,Big 12,CONFIRMED-score,https://en.wikipedia.org/wiki/2020_Oklahoma_Sooners_football_team,
2020,2020-11-07,Kansas,,19,H,W,62,9,53,N,Y,REG,N,Riley,Big 12,CONFIRMED-score,https://en.wikipedia.org/wiki/2020_Oklahoma_Sooners_football_team,
2020,2020-11-21,Oklahoma State,14,18,H,W,41,13,28,N,Y,REG,N,Riley,Big 12,CONFIRMED-score,https://en.wikipedia.org/wiki/2020_Oklahoma_Sooners_football_team,
2020,2020-12-05,Baylor,,11,H,W,27,14,13,N,Y,REG,N,Riley,Big 12,CONFIRMED-score,https://en.wikipedia.org/wiki/2020_Oklahoma_Sooners_football_team,
2020,2020-12-19,Iowa State,6,10,N,W,27,21,6,Y,N,CCG,N,Riley,Big 12,CONFIRMED-score,https://en.wikipedia.org/wiki/2020_Oklahoma_Sooners_football_team,Big 12 Championship Game
2020,2020-12-30,Florida,7,6,N,W,55,20,35,N,N,BOWL,N,Riley,Big 12,CONFIRMED-score,https://en.wikipedia.org/wiki/2020_Oklahoma_Sooners_football_team,Cotton Bowl Classic
2021,2021-09-04,Tulane,,2,H,W,40,35,5,Y,N,REG,N,Riley,Big 12,CONFIRMED-score/REPORTED-site,https://en.wikipedia.org/wiki/2021_Oklahoma_Sooners_football_team,Tulane home game relocated to Norman (Hurricane Ida); coded by physical site
2021,2021-09-11,Western Carolina,,4,H,W,76,0,76,N,N,REG,N,Riley,Big 12,CONFIRMED-score,https://en.wikipedia.org/wiki/2021_Oklahoma_Sooners_football_team,
2021,2021-09-18,Nebraska,,3,H,W,23,16,7,Y,N,REG,N,Riley,Big 12,CONFIRMED-score,https://en.wikipedia.org/wiki/2021_Oklahoma_Sooners_football_team,
2021,2021-09-25,West Virginia,,4,H,W,16,13,3,Y,Y,REG,N,Riley,Big 12,CONFIRMED-score,https://en.wikipedia.org/wiki/2021_Oklahoma_Sooners_football_team,
2021,2021-10-02,Kansas State,,6,A,W,37,31,6,Y,Y,REG,N,Riley,Big 12,CONFIRMED-score,https://en.wikipedia.org/wiki/2021_Oklahoma_Sooners_football_team,
2021,2021-10-09,Texas,21,6,N,W,55,48,7,Y,Y,REG,N,Riley,Big 12,CONFIRMED-score,https://en.wikipedia.org/wiki/2021_Oklahoma_Sooners_football_team,
2021,2021-10-16,TCU,,4,H,W,52,31,21,N,Y,REG,N,Riley,Big 12,CONFIRMED-score,https://en.wikipedia.org/wiki/2021_Oklahoma_Sooners_football_team,
2021,2021-10-23,Kansas,,3,A,W,35,23,12,N,Y,REG,N,Riley,Big 12,CONFIRMED-score,https://en.wikipedia.org/wiki/2021_Oklahoma_Sooners_football_team,
2021,2021-10-30,Texas Tech,,4,H,W,52,21,31,N,Y,REG,N,Riley,Big 12,CONFIRMED-score,https://en.wikipedia.org/wiki/2021_Oklahoma_Sooners_football_team,
2021,2021-11-13,Baylor,18,4,A,L,14,27,-13,N,Y,REG,N,Riley,Big 12,CONFIRMED-score,https://en.wikipedia.org/wiki/2021_Oklahoma_Sooners_football_team,
2021,2021-11-20,Iowa State,,12,H,W,28,21,7,Y,Y,REG,N,Riley,Big 12,CONFIRMED-score,https://en.wikipedia.org/wiki/2021_Oklahoma_Sooners_football_team,
2021,2021-11-27,Oklahoma State,7,10,A,L,33,37,-4,Y,Y,REG,N,Riley,Big 12,CONFIRMED-score,https://en.wikipedia.org/wiki/2021_Oklahoma_Sooners_football_team,
2021,2021-12-29,Oregon,15,14,N,W,47,32,15,N,N,BOWL,N,Riley,Big 12,CONFIRMED-score,https://en.wikipedia.org/wiki/2021_Oklahoma_Sooners_football_team,Alamo Bowl
2022,2022-09-03,UTEP,,9,H,W,45,13,32,N,N,REG,N,Venables,Big 12,CONFIRMED-score,https://en.wikipedia.org/wiki/2022_Oklahoma_Sooners_football_team,
2022,2022-09-10,Kent State,,7,H,W,33,3,30,N,N,REG,N,Venables,Big 12,CONFIRMED-score,https://en.wikipedia.org/wiki/2022_Oklahoma_Sooners_football_team,
2022,2022-09-17,Nebraska,,6,A,W,49,14,35,N,N,REG,N,Venables,Big 12,CONFIRMED-score,https://en.wikipedia.org/wiki/2022_Oklahoma_Sooners_football_team,
2022,2022-09-24,Kansas State,,6,H,L,34,41,-7,Y,Y,REG,N,Venables,Big 12,CONFIRMED-score,https://en.wikipedia.org/wiki/2022_Oklahoma_Sooners_football_team,
2022,2022-10-01,TCU,,18,A,L,24,55,-31,N,Y,REG,N,Venables,Big 12,CONFIRMED-score,https://en.wikipedia.org/wiki/2022_Oklahoma_Sooners_football_team,
2022,2022-10-08,Texas,,,N,L,0,49,-49,N,Y,REG,N,Venables,Big 12,CONFIRMED-score,https://en.wikipedia.org/wiki/2022_Oklahoma_Sooners_football_team,
2022,2022-10-15,Kansas,19,,H,W,52,42,10,N,Y,REG,N,Venables,Big 12,CONFIRMED-score,https://en.wikipedia.org/wiki/2022_Oklahoma_Sooners_football_team,
2022,2022-10-29,Iowa State,,,A,W,27,13,14,N,Y,REG,N,Venables,Big 12,CONFIRMED-score,https://en.wikipedia.org/wiki/2022_Oklahoma_Sooners_football_team,
2022,2022-11-05,Baylor,,,H,L,35,38,-3,Y,Y,REG,N,Venables,Big 12,CONFIRMED-score,https://en.wikipedia.org/wiki/2022_Oklahoma_Sooners_football_team,
2022,2022-11-12,West Virginia,,,A,L,20,23,-3,Y,Y,REG,N,Venables,Big 12,CONFIRMED-score,https://en.wikipedia.org/wiki/2022_Oklahoma_Sooners_football_team,
2022,2022-11-19,Oklahoma State,22,,H,W,28,13,15,N,Y,REG,N,Venables,Big 12,CONFIRMED-score,https://en.wikipedia.org/wiki/2022_Oklahoma_Sooners_football_team,
2022,2022-11-26,Texas Tech,,,A,L,48,51,-3,Y,Y,REG,Y,Venables,Big 12,CONFIRMED-score,https://en.wikipedia.org/wiki/2022_Oklahoma_Sooners_football_team,
2022,2022-12-29,Florida State,13,,N,L,32,35,-3,Y,N,BOWL,N,Venables,Big 12,CONFIRMED-score,https://en.wikipedia.org/wiki/2022_Oklahoma_Sooners_football_team,Cheez-It Bowl
2023,2023-09-02,Arkansas State,,20,H,W,73,0,73,N,N,REG,N,Venables,Big 12,CONFIRMED-score,https://en.wikipedia.org/wiki/2023_Oklahoma_Sooners_football_team,
2023,2023-09-09,SMU,,18,H,W,28,11,17,N,N,REG,N,Venables,Big 12,CONFIRMED-score,https://en.wikipedia.org/wiki/2023_Oklahoma_Sooners_football_team,
2023,2023-09-16,Tulsa,,19,A,W,66,17,49,N,N,REG,N,Venables,Big 12,CONFIRMED-score,https://en.wikipedia.org/wiki/2023_Oklahoma_Sooners_football_team,
2023,2023-09-23,Cincinnati,,16,A,W,20,6,14,N,Y,REG,N,Venables,Big 12,CONFIRMED-score,https://en.wikipedia.org/wiki/2023_Oklahoma_Sooners_football_team,
2023,2023-09-30,Iowa State,,14,H,W,50,20,30,N,Y,REG,N,Venables,Big 12,CONFIRMED-score,https://en.wikipedia.org/wiki/2023_Oklahoma_Sooners_football_team,
2023,2023-10-07,Texas,3,12,N,W,34,30,4,Y,Y,REG,N,Venables,Big 12,CONFIRMED-score,https://en.wikipedia.org/wiki/2023_Oklahoma_Sooners_football_team,
2023,2023-10-21,UCF,,6,H,W,31,29,2,Y,Y,REG,N,Venables,Big 12,CONFIRMED-score,https://en.wikipedia.org/wiki/2023_Oklahoma_Sooners_football_team,
2023,2023-10-28,Kansas,,6,A,L,33,38,-5,Y,Y,REG,N,Venables,Big 12,CONFIRMED-score,https://en.wikipedia.org/wiki/2023_Oklahoma_Sooners_football_team,
2023,2023-11-04,Oklahoma State,22,9,A,L,24,27,-3,Y,Y,REG,N,Venables,Big 12,CONFIRMED-score,https://en.wikipedia.org/wiki/2023_Oklahoma_Sooners_football_team,
2023,2023-11-11,West Virginia,,17,H,W,59,20,39,N,Y,REG,N,Venables,Big 12,CONFIRMED-score,https://en.wikipedia.org/wiki/2023_Oklahoma_Sooners_football_team,
2023,2023-11-18,BYU,,14,A,W,31,24,7,Y,Y,REG,N,Venables,Big 12,CONFIRMED-score,https://en.wikipedia.org/wiki/2023_Oklahoma_Sooners_football_team,
2023,2023-11-24,TCU,,13,H,W,69,45,24,N,Y,REG,N,Venables,Big 12,CONFIRMED-score,https://en.wikipedia.org/wiki/2023_Oklahoma_Sooners_football_team,
2023,2023-12-28,Arizona,14,12,N,L,24,38,-14,N,N,BOWL,N,Venables,Big 12,CONFIRMED-score,https://en.wikipedia.org/wiki/2023_Oklahoma_Sooners_football_team,Alamo Bowl
2024,2024-08-30,Temple,,16,H,W,51,3,48,N,N,REG,N,Venables,SEC,CONFIRMED-score,https://en.wikipedia.org/wiki/2024_Oklahoma_Sooners_football_team,
2024,2024-09-07,Houston,,15,H,W,16,12,4,Y,N,REG,N,Venables,SEC,CONFIRMED-score,https://en.wikipedia.org/wiki/2024_Oklahoma_Sooners_football_team,
2024,2024-09-14,Tulane,,15,H,W,34,19,15,N,N,REG,N,Venables,SEC,CONFIRMED-score,https://en.wikipedia.org/wiki/2024_Oklahoma_Sooners_football_team,
2024,2024-09-21,Tennessee,6,15,H,L,15,25,-10,N,Y,REG,N,Venables,SEC,CONFIRMED-score,https://en.wikipedia.org/wiki/2024_Oklahoma_Sooners_football_team,
2024,2024-09-28,Auburn,,21,A,W,27,21,6,Y,Y,REG,N,Venables,SEC,CONFIRMED-score,https://en.wikipedia.org/wiki/2024_Oklahoma_Sooners_football_team,
2024,2024-10-12,Texas,1,18,N,L,3,34,-31,N,Y,REG,N,Venables,SEC,CONFIRMED-score,https://en.wikipedia.org/wiki/2024_Oklahoma_Sooners_football_team,
2024,2024-10-19,South Carolina,,,H,L,9,35,-26,N,Y,REG,N,Venables,SEC,CONFIRMED-score,https://en.wikipedia.org/wiki/2024_Oklahoma_Sooners_football_team,
2024,2024-10-26,Ole Miss,18,,A,L,14,26,-12,N,Y,REG,N,Venables,SEC,CONFIRMED-score,https://en.wikipedia.org/wiki/2024_Oklahoma_Sooners_football_team,
2024,2024-11-02,Maine,,,H,W,59,14,45,N,N,REG,N,Venables,SEC,CONFIRMED-score,https://en.wikipedia.org/wiki/2024_Oklahoma_Sooners_football_team,
2024,2024-11-09,Missouri,24,,A,L,23,30,-7,Y,Y,REG,N,Venables,SEC,CONFIRMED-score,https://en.wikipedia.org/wiki/2024_Oklahoma_Sooners_football_team,
2024,2024-11-23,Alabama,7,,H,W,24,3,21,N,Y,REG,N,Venables,SEC,CONFIRMED-score,https://en.wikipedia.org/wiki/2024_Oklahoma_Sooners_football_team,
2024,2024-11-30,LSU,,,A,L,17,37,-20,N,Y,REG,N,Venables,SEC,CONFIRMED-score,https://en.wikipedia.org/wiki/2024_Oklahoma_Sooners_football_team,
2024,2024-12-27,Navy,,,N,L,20,21,-1,Y,N,BOWL,N,Venables,SEC,CONFIRMED-score,https://en.wikipedia.org/wiki/2024_Oklahoma_Sooners_football_team,Armed Forces Bowl
2025,2025-08-30,Illinois State,,18,H,W,35,3,32,N,N,REG,N,Venables,SEC,CONFIRMED-score,https://en.wikipedia.org/wiki/2025_Oklahoma_Sooners_football_team,
2025,2025-09-06,Michigan,15,18,H,W,24,13,11,N,N,REG,N,Venables,SEC,CONFIRMED-score,https://en.wikipedia.org/wiki/2025_Oklahoma_Sooners_football_team,
2025,2025-09-13,Temple,,13,A,W,42,3,39,N,N,REG,N,Venables,SEC,CONFIRMED-score,https://en.wikipedia.org/wiki/2025_Oklahoma_Sooners_football_team,
2025,2025-09-20,Auburn,22,11,H,W,24,17,7,Y,Y,REG,N,Venables,SEC,CONFIRMED-score,https://en.wikipedia.org/wiki/2025_Oklahoma_Sooners_football_team,
2025,2025-10-04,Kent State,,5,H,W,44,0,44,N,N,REG,N,Venables,SEC,CONFIRMED-score,https://en.wikipedia.org/wiki/2025_Oklahoma_Sooners_football_team,
2025,2025-10-11,Texas,,6,N,L,6,23,-17,N,Y,REG,N,Venables,SEC,CONFIRMED-score,https://en.wikipedia.org/wiki/2025_Oklahoma_Sooners_football_team,
2025,2025-10-18,South Carolina,,14,A,W,26,7,19,N,Y,REG,N,Venables,SEC,CONFIRMED-score,https://en.wikipedia.org/wiki/2025_Oklahoma_Sooners_football_team,
2025,2025-10-25,Ole Miss,8,13,H,L,26,34,-8,Y,Y,REG,N,Venables,SEC,CONFIRMED-score,https://en.wikipedia.org/wiki/2025_Oklahoma_Sooners_football_team,
2025,2025-11-01,Tennessee,14,18,A,W,33,27,6,Y,Y,REG,N,Venables,SEC,CONFIRMED-score,https://en.wikipedia.org/wiki/2025_Oklahoma_Sooners_football_team,
2025,2025-11-15,Alabama,4,11,A,W,23,21,2,Y,Y,REG,N,Venables,SEC,CONFIRMED-score,https://en.wikipedia.org/wiki/2025_Oklahoma_Sooners_football_team,
2025,2025-11-22,Missouri,22,8,H,W,17,6,11,N,Y,REG,N,Venables,SEC,CONFIRMED-score,https://en.wikipedia.org/wiki/2025_Oklahoma_Sooners_football_team,
2025,2025-11-29,LSU,,8,H,W,17,13,4,Y,Y,REG,N,Venables,SEC,CONFIRMED-score,https://en.wikipedia.org/wiki/2025_Oklahoma_Sooners_football_team,
2025,2025-12-19,Alabama,9,8,H,L,24,34,-10,N,N,CFP_R1,N,Venables,SEC,CONFIRMED-score,https://en.wikipedia.org/wiki/2025_Oklahoma_Sooners_football_team,"CFP First Round, College GameDay, SEC Nation"
